date,HUFL,HULL,LUFL,LULL,hour,is_peak_hour,is_night,dayofweek,month,OT_roll_mean_12,is_summer,is_winter,monthly_temp_anomaly
2016-07-02 01:00:00,0.6011434812623875,0.5225285670184349,0.364753247234673,0.6345936285725744,1,0,1,5,7,0.4630110299894621,1,0,-0.1541945955498709
2016-07-02 02:00:00,0.6011434812623875,0.5315400034459261,0.3584554867521017,0.6345936285725744,2,0,1,5,7,0.4638312694920092,1,0,-0.1471668381759503
2016-07-02 03:00:00,0.6011434812623875,0.5270342932489449,0.3490605001045019,0.6275752863195507,3,0,1,5,7,0.4695662914053647,1,0,-0.1331312396406412
2016-07-02 04:00:00,0.5881553419672513,0.5270342932489449,0.3490605001045019,0.6275752863195507,4,0,1,5,7,0.4727257941570706,1,0,-0.1204932413273881
2016-07-02 05:00:00,0.6069255769410884,0.5405514398734172,0.3742514928052652,0.6413855622411475,5,0,1,5,7,0.4778768293069771,1,0,-0.1036226099229026
2016-07-02 06:00:00,0.6083710982888263,0.5405514398734172,0.4308279797663709,0.6413855622411475,6,0,0,5,7,0.4771747193473718,1,0,-0.1429541593779619
2016-07-02 07:00:00,0.6112621409843022,0.5360457136429073,0.4402229910287318,0.6551958381627444,7,0,0,5,7,0.4811544616016247,1,0,-0.1261034822667207
2016-07-02 08:00:00,0.6098166196365642,0.5405514398734172,0.4245302438985606,0.6551958381627444,8,0,0,5,7,0.4857198503037044,1,0,-0.1359264020040414
2016-07-02 09:00:00,0.6025890026101254,0.5360457136429073,0.3993392511977973,0.6413855622411475,9,0,0,5,7,0.4863054967515312,1,0,-0.180868192398433
2016-07-02 10:00:00,0.7037540572825165,0.6531943230661776,0.4371257402489423,0.6619877718313175,10,0,0,5,7,0.4912202759889468,1,0,-0.1289185989233651
2016-07-02 11:00:00,0.744207133047921,0.6846671139593643,0.5032004973954013,0.6896083236745112,11,0,0,5,7,0.4906346295411202,1,0,-0.1598048364892034
2016-07-02 12:00:00,0.6979719718915648,0.6531943230661776,0.4434235007315137,0.7242472177707284,12,0,0,5,7,0.4901671094628425,1,0,-0.1317137232060529
2016-07-02 13:00:00,0.7138727170044312,0.7071956970113278,0.4308279797663709,0.7104369418491316,13,0,0,5,7,0.4909873489653895,1,0,-0.144351721519306
2016-07-02 14:00:00,0.679180163507724,0.6351714822782529,0.4214329931187712,0.7448494543496439,14,0,0,5,7,0.4930936851909911,1,0,-0.1218908034687322
2016-07-02 15:00:00,0.7153182486399183,0.6666442411043818,0.4088374967683895,0.703418599596108,15,1,0,5,7,0.4952016811009703,1,0,-0.1078352887208911
2016-07-02 16:00:00,0.7023085256470294,0.6441829026722153,0.4214329931187712,0.7104369418491316,16,1,0,5,7,0.4940320478896944,1,0,-0.1345288398626974
2016-07-02 17:00:00,0.7037540572825165,0.6441829026722153,0.4560189970818954,0.703418599596108,17,1,0,5,7,0.4994160132365509,1,0,-0.0390150257606252
2016-07-02 18:00:00,0.7196548023953829,0.6351714822782529,0.4717117442120666,0.7172289025064502,18,0,0,5,7,0.5087797208376604,1,0,-0.0305896681646483
2016-07-02 19:00:00,0.7080906316134795,0.6126428992262892,0.4434235007315137,0.703418599596108,19,0,0,5,7,0.520015171609651,1,0,0.0087219269971666
2016-07-02 20:00:00,0.7051995683425053,0.5991257365682882,0.474808994991856,0.7104369418491316,20,0,0,5,7,0.5311341588698629,1,0,-0.002498554881498
2016-07-02 21:00:00,0.6907443548651259,0.6036314467652693,0.4560189970818954,0.731039178428047,21,0,0,5,7,0.5375712907428238,1,0,-0.1036226099229026
2016-07-02 22:00:00,0.6936353975606018,0.6306657720812717,0.4277307289865814,0.731039178428047,22,0,0,5,7,0.5392101068901477,1,0,-0.109252805155479
2016-07-02 23:00:00,0.6936353975606018,0.6081371890293081,0.3899442399354365,0.703418599596108,23,0,0,5,7,0.5523189636907898,1,0,-0.002498554881498
2016-07-03 00:00:00,0.7138727170044312,0.6846671139593643,0.4277307289865814,0.6896083236745112,0,0,1,6,7,0.5664809870175364,1,0,0.0382305567149051
2016-07-03 01:00:00,0.7008630145870407,0.671149951301363,0.3962420004180079,0.6896083236745112,1,0,1,6,7,0.5761940851539817,1,0,-0.0277945438819604
2016-07-03 02:00:00,0.7138727170044312,0.6351714822782529,0.4308279797663709,0.731039178428047,2,0,1,6,7,0.5812269939343392,1,0,-0.0614958981044432
2016-07-03 03:00:00,0.7008630145870407,0.5991257365682882,0.3836465040676262,0.6896083236745112,3,0,1,6,7,0.5885991691372481,1,0,-0.0193691862859837
2016-07-03 04:00:00,0.7211003340308701,0.6396771924752341,0.3962420004180079,0.7172289025064502,4,0,1,6,7,0.5973772302905309,1,0,-0.0291921060233044
2016-07-03 05:00:00,0.7124271853689441,0.6351714822782529,0.4245302438985606,0.731039178428047,5,0,1,6,7,0.5950363041836016,1,0,-0.0671061390437754
2016-07-03 06:00:00,0.7615534097962746,0.671149951301363,0.5062977481751908,0.7516413880182169,6,0,0,6,7,0.594099601169276,1,0,-0.0418301043365574
2016-07-03 07:00:00,0.7297734826927961,0.6306657720812717,0.4969027369128299,0.7448494543496439,7,0,0,6,7,0.587078482532866,1,0,-0.0755314966397523
2016-07-03 08:00:00,0.7196548023953829,0.6171486094232705,0.4937022518248091,0.7448494543496439,8,0,0,6,7,0.5855561298973209,1,0,-0.0207667865080398
2016-07-03 09:00:00,0.7066450999779924,0.6036314467652693,0.5032004973954013,0.7516413880182169,9,0,0,6,7,0.5940995979958832,1,0,-0.001100992740154
2016-07-03 10:00:00,0.7427616014124339,0.6621385309074008,0.4906049764302585,0.731039178428047,10,0,0,6,7,0.6042818822417694,1,0,0.012934605795155
2016-07-03 11:00:00,0.7514347500743597,0.6801613716953254,0.5440842126115747,0.7448494543496439,11,0,0,6,7,0.6079089050717531,1,0,0.0410257190783054
2016-07-03 12:00:00,0.7051995683425053,0.6576327886433618,0.4623167329497058,0.731039178428047,12,0,0,6,7,0.6036945729361723,1,0,-0.012341428912063
2016-07-03 13:00:00,0.6892988232296388,0.6531943230661776,0.4465207515113032,0.7378311120966201,13,0,0,6,7,0.6102498343520749,1,0,0.0508685931088703
2016-07-03 14:00:00,0.7095361426734683,0.6846671139593643,0.4402229910287318,0.7378311120966201,14,0,0,6,7,0.6203156519127898,1,0,0.0592939126241349
2016-07-03 15:00:00,0.6979719718915648,0.6846671139593643,0.4339252551609215,0.7242472177707284,15,1,0,6,7,0.6281586697361244,1,0,0.0747470275940324
2016-07-03 16:00:00,0.7008630145870407,0.6486886128691967,0.4402229910287318,0.7654516639398138,16,1,0,6,7,0.6344793380973067,1,0,0.0466559143108821
2016-07-03 17:00:00,0.7297734826927961,0.6666442411043818,0.5156927348227905,0.7586597302712407,17,1,0,6,7,0.6481721816613978,1,0,0.0972079837253183
2016-07-03 18:00:00,0.728327951057309,0.6531943230661776,0.5032004973954013,0.7586597302712407,18,0,0,6,7,0.6591747022364384,1,0,0.0902001425639297
2016-07-03 19:00:00,0.7225458656663573,0.6486886128691967,0.4937022518248091,0.7378311120966201,19,0,0,6,7,0.6673671169418944,1,0,0.02277747982572
2016-07-03 20:00:00,0.7312189937527848,0.6486886128691967,0.5314887408759542,0.7448494543496439,20,0,0,6,7,0.6592911689216098,1,0,-0.1176781627514561
2016-07-03 21:00:00,0.7153182486399183,0.6486886128691967,0.5156927348227905,0.7724699792040923,21,0,0,6,7,0.6507477008230474,1,0,-0.1036226099229026
2016-07-03 22:00:00,0.6965264402560777,0.7071956970113278,0.4591162478616848,0.7378311120966201,22,0,0,6,7,0.6363527472993509,1,0,-0.1598048364892034
2016-07-03 23:00:00,0.6907443548651259,0.7071956970113278,0.449721236599324,0.7378311120966201,23,0,0,6,7,0.6182126445761217,1,0,-0.1766555136004446
2016-07-04 00:00:00,0.7037540572825165,0.7162071174052903,0.4339252551609215,0.731039178428047,0,0,1,0,7,0.6096691764775592,1,0,-0.1148630460948116
2016-07-04 01:00:00,0.683516737838687,0.6531943230661776,0.4182324834159892,0.7242472177707284,1,0,1,0,7,0.60229533841688,1,0,-0.0376174636192812
2016-07-04 02:00:00,0.6762891208122481,0.6441829026722153,0.4245302438985606,0.7242472177707284,2,0,1,0,7,0.5980810062812992,1,0,0.0087219269971666
2016-07-04 03:00:00,0.6878532915941517,0.6891728241563455,0.4182324834159892,0.731039178428047,3,0,1,0,7,0.5926970409344429,1,0,0.0101394434317548
2016-07-04 04:00:00,0.686407780534163,0.6441829026722153,0.4088374967683895,0.7172289025064502,4,0,1,0,7,0.5841519099781101,1,0,-0.0558856571651108
2016-07-04 05:00:00,0.7023085256470294,0.6936785343533267,0.4434235007315137,0.7378311120966201,5,0,1,0,7,0.5701080098475199,1,0,-0.0713188178417639
2016-07-04 06:00:00,0.7398921424147109,0.6846671139593643,0.5156927348227905,0.7586597302712407,6,0,0,0,7,0.555360336899554,1,0,-0.0867719328116612
2016-07-04 07:00:00,0.744207133047921,0.7297242479962338,0.5251909803933827,0.7724699792040923,7,0,0,0,7,0.5452945161654464,1,0,-0.0980123689835703
2016-07-04 08:00:00,0.7182092913353942,0.7207128276022714,0.4999999876926194,0.779261966850156,8,0,0,0,7,0.5455291092201667,1,0,-0.1148630460948116
2016-07-04 09:00:00,0.7398921424147109,0.7432414106542351,0.4811067308596663,0.7654516639398138,9,0,0,0,7,0.5507949481974742,1,0,-0.0404325421952134
2016-07-04 10:00:00,0.7470981757433968,0.7387357004572538,0.5093949989549803,0.7516413880182169,10,0,0,0,7,0.560391582822141,1,0,-0.0446452209932017
2016-07-04 11:00:00,0.7557713244053228,0.6936785343533267,0.5565764992684863,0.7586597302712407,11,0,0,0,7,0.5786498119149193,1,0,0.0424432355128936
2016-07-04 12:00:00,0.7138727170044312,0.7162071174052903,0.4906049764302585,0.7516413880182169,12,0,0,0,7,0.5916405423460124,1,0,0.0410257190783054
2016-07-04 13:00:00,0.7066450999779924,0.6846671139593643,0.4654139837294952,0.7516413880182169,13,0,0,0,7,0.5978430843376455,1,0,0.0368130402803169
2016-07-04 14:00:00,0.7167637596999071,0.7252185377992527,0.4465207515113032,0.7448494543496439,14,0,0,0,7,0.602994119487552,1,0,0.0705343487960439
2016-07-04 15:00:00,0.7211003340308701,0.7297242479962338,0.449721236599324,0.7654516639398138,15,1,0,0,7,0.6093131249909638,1,0,0.085967509472697
2016-07-04 16:00:00,0.7051995683425053,0.6576327886433618,0.4780094800798768,0.7724699792040923,16,1,0,0,7,0.6234751483177103,1,0,0.1140586227558473
2016-07-04 17:00:00,0.7341100364482608,0.6621385309074008,0.521990495305362,0.7724699792040923,17,1,0,0,7,0.6320186164162728,1,0,0.0312027993409846
2016-07-04 18:00:00,0.7355555680837478,0.6531943230661776,0.5660747448390783,0.8068825186933496,18,0,0,0,7,0.6418498440956598,1,0,0.0312027993409846
2016-07-04 19:00:00,0.6921898659251147,0.5811028797468345,0.3773487435850547,0.5793524978974418,19,0,0,0,7,0.6571815006336822,1,0,0.085967509472697
2016-07-04 20:00:00,0.7080906316134795,0.594620026371307,0.4277307289865814,0.6413855622411475,20,0,0,0,7,0.6630329860588163,1,0,-0.0446452209932017
2016-07-04 21:00:00,0.7138727170044312,0.6441829026722153,0.4843072405624482,0.7654516639398138,21,0,0,0,7,0.671578117015149,1,0,0.0621090292807794
2016-07-04 22:00:00,0.6979719718915648,0.6486886128691967,0.4591162478616848,0.7448494543496439,22,0,0,0,7,0.6756743227811808,1,0,0.0045092481991781
2016-07-04 23:00:00,0.7644444524917504,0.7567585733122363,0.449721236599324,0.7586597302712407,23,0,0,0,7,0.6688861343417208,1,0,-0.0390150257606252
2016-07-05 00:00:00,0.7485437073788839,0.6981842445503079,0.4528184873791135,0.7586597302712407,0,0,1,1,7,0.6630346489165867,1,0,-0.0291921060233044
2016-07-05 01:00:00,0.7601078781607874,0.7432414106542351,0.4465207515113032,0.7654516639398138,1,0,1,1,7,0.6575342200579516,1,0,-0.0291921060233044
2016-07-05 02:00:00,0.7557713244053228,0.7432414106542351,0.4308279797663709,0.7448494543496439,2,0,1,1,7,0.6493401456681178,1,0,-0.0277945438819604
2016-07-05 03:00:00,0.7211003340308701,0.6846671139593643,0.4151352326361998,0.731039178428047,3,0,1,1,7,0.6446599563120298,1,0,0.0298052371996406
2016-07-05 04:00:00,0.7341100364482608,0.6981842445503079,0.4371257402489423,0.7378311120966201,4,0,1,1,7,0.6402126939794991,1,0,0.0606914747654788
2016-07-05 05:00:00,0.723991376726346,0.6351714822782529,0.4654139837294952,0.7724699792040923,5,0,1,1,7,0.6441924362337521,1,0,0.0789597063920207
2016-07-05 06:00:00,0.7774541754846394,0.6846671139593643,0.5440842126115747,0.7516413880182169,6,0,0,1,7,0.6505131077683269,1,0,0.1070508577558833
2016-07-05 07:00:00,0.7370010997192349,0.671149951301363,0.4999999876926194,0.7654516639398138,7,0,0,1,7,0.6505131077683269,1,0,0.085967509472697
2016-07-05 08:00:00,0.728327951057309,0.7207128276022714,0.4906049764302585,0.7862802821144343,8,0,0,1,7,0.6590582387246597,1,0,0.0578963504827909
2016-07-05 09:00:00,0.7268824194218219,0.7252185377992527,0.474808994991856,0.7724699792040923,9,0,0,1,7,0.658940109181718,1,0,0.0606914747654788
2016-07-05 10:00:00,0.7658899841272375,0.7207128276022714,0.5188932445255725,0.8000905850247765,10,0,0,1,7,0.6677181703350007,1,0,0.1098459820385714
2016-07-05 11:00:00,0.778899686544628,0.7522528310481974,0.5974602390994207,0.8206927676262011,11,0,0,1,7,0.6770802150783398,1,0,0.073329511159444
2016-07-05 12:00:00,0.732664525388272,0.6846671139593643,0.4937022518248091,0.7654516639398138,12,0,0,1,7,0.6766126950000623,1,0,-0.0348023469626367
2016-07-05 13:00:00,0.7037540572825165,0.626160029817233,0.4654139837294952,0.7448494543496439,13,0,0,1,7,0.6786025645404923,1,0,-0.0053136715381425
2016-07-05 14:00:00,0.7095361426734683,0.6801613716953254,0.4654139837294952,0.779261966850156,14,0,0,1,7,0.6831679532425721,1,0,0.0269901205429962
2016-07-05 15:00:00,0.723991376726346,0.671149951301363,0.4654139837294952,0.7516413880182169,15,1,0,1,7,0.685976399427779,1,0,0.0635065914221233
2016-07-05 16:00:00,0.7066450999779924,0.6576327886433618,0.449721236599324,0.8206927676262011,16,1,0,1,7,0.6885519185894284,1,0,0.0915977047052736
2016-07-05 17:00:00,0.7470981757433968,0.6846671139593643,0.5754697561014392,0.7862802821144343,17,1,0,1,7,0.691476828286414,1,0,0.1140586227558473
2016-07-05 18:00:00,0.7370010997192349,0.6531943230661776,0.5345859916557436,0.7724699792040923,18,0,0,1,7,0.6893688260296496,1,0,0.0817548306747086
2016-07-05 19:00:00,0.723991376726346,0.6351714822782529,0.5156927348227905,0.7516413880182169,19,0,0,1,7,0.6881991959917664,1,0,0.0719319490181001
2016-07-05 20:00:00,0.7312189937527848,0.6306657720812717,0.5251909803933827,0.7378311120966201,20,0,0,1,7,0.6900709391626476,1,0,0.0803572685333646
2016-07-05 21:00:00,0.7196548023953829,0.6351714822782529,0.5156927348227905,0.7654516639398138,21,0,0,1,7,0.6921772753882491,1,0,0.085967509472697
2016-07-05 22:00:00,0.7051995683425053,0.6126428992262892,0.4906049764302585,0.7586597302712407,22,0,0,1,7,0.6889013059513718,1,0,0.0705343487960439
2016-07-05 23:00:00,0.7456526441079097,0.7071956970113278,0.4591162478616848,0.7516413880182169,23,0,0,1,7,0.6878481362518748,1,0,0.0606914747654788
2016-07-06 00:00:00,0.7138727170044312,0.6621385309074008,0.4339252551609215,0.7242472177707284,0,0,1,2,7,0.6932321015987312,1,0,0.0298052371996406
2016-07-06 01:00:00,0.7211003340308701,0.6846671139593643,0.4151352326361998,0.7448494543496439,1,0,1,2,7,0.6986160669455876,1,0,0.0592939126241349
2016-07-06 02:00:00,0.723991376726346,0.6801613716953254,0.4151352326361998,0.731039178428047,2,0,1,2,7,0.703179792789897,1,0,0.0817548306747086
2016-07-06 03:00:00,0.7008630145870407,0.6666442411043818,0.449721236599324,0.7930722157830075,3,0,1,2,7,0.7042329593160014,1,0,0.0761445897353763
2016-07-06 04:00:00,0.6921898659251147,0.6216543196202517,0.4339252551609215,0.7724699792040923,4,0,1,2,7,0.7017755696972935,1,0,0.0621090292807794
2016-07-06 05:00:00,0.7355555680837478,0.6936785343533267,0.4591162478616848,0.8412950042051163,5,0,1,2,7,0.6967443237747065,1,0,0.0536836716848025
2016-07-06 06:00:00,0.7456526441079097,0.6216543196202517,0.521990495305362,0.731039178428047,6,0,0,2,7,0.6947561170920467,1,0,0.0578963504827909
2016-07-06 07:00:00,0.7601078781607874,0.7342299902602727,0.4874044913422377,0.7378311120966201,7,0,0,2,7,0.6924151878117248,1,0,0.0438407976542376
2016-07-06 08:00:00,0.7644444524917504,0.7477471208512163,0.5062977481751908,0.7586597302712407,8,0,0,2,7,0.6908945012073427,1,0,0.0621090292807794
2016-07-06 09:00:00,0.7297734826927961,0.6396771924752341,0.4685112345092846,0.7586597302712407,9,0,0,2,7,0.6930025002907145,1,0,0.1112634984731594
2016-07-06 10:00:00,0.744207133047921,0.6486886128691967,0.4906049764302585,0.731039178428047,10,0,0,2,7,0.6918312073950612,1,0,0.0564788340482028
2016-07-06 11:00:00,0.7731176011536763,0.6531943230661776,0.5345859916557436,0.7448494543496439,11,0,0,2,7,0.6914801540019547,1,0,0.0564788340482028
2016-07-06 12:00:00,0.7182092913353942,0.6396771924752341,0.4277307289865814,0.6828163900059381,12,0,0,2,7,0.6944050636989404,1,0,0.0649041535634672
2016-07-06 13:00:00,0.7124271853689441,0.6756556614983442,0.4371257402489423,0.6966266659275349,13,0,0,2,7,0.6963949364127632,1,0,0.0831723851900093
2016-07-06 14:00:00,0.6936353975606018,0.6576327886433618,0.3962420004180079,0.6828163900059381,14,0,0,2,7,0.6970987124035317,1,0,0.0902001425639297
2016-07-06 15:00:00,0.7153182486399183,0.6036314467652693,0.4025397362858181,0.6690061140843413,15,1,0,2,7,0.693353563203999,1,0,0.0312027993409846
2016-07-06 16:00:00,0.7023085256470294,0.594620026371307,0.4025397362858181,0.6619877718313175,16,1,0,2,7,0.688671707816748,1,0,0.0059267646337665
2016-07-06 17:00:00,0.7268824194218219,0.6396771924752341,0.4623167329497058,0.6828163900059381,17,1,0,2,7,0.6896067479733033,1,0,0.0649041535634672
2016-07-06 18:00:00,0.7211003340308701,0.6081371890293081,0.4654139837294952,0.6828163900059381,18,0,0,2,7,0.6796573939243671,1,0,-0.0614958981044432
2016-07-06 19:00:00,0.6878532915941517,0.5585742966948709,0.4434235007315137,0.6757980477529144,19,0,0,2,7,0.6797738606095386,1,0,0.0452383978762938
2016-07-06 20:00:00,0.6979719718915648,0.5991257365682882,0.474808994991856,0.703418599596108,20,0,0,2,7,0.6793046776734905,1,0,0.0564788340482028
2016-07-06 21:00:00,0.673398057541274,0.5135171466244725,0.4874044913422377,0.7242472177707284,21,0,0,2,7,0.6742717688931329,1,0,0.0508685931088703
2016-07-06 22:00:00,0.7167637596999071,0.5450571500703985,0.4591162478616848,0.6828163900059381,22,0,0,2,7,0.6731021356818573,1,0,0.0424432355128936
2016-07-06 23:00:00,0.778899686544628,0.6351714822782529,0.4591162478616848,0.6896083236745112,23,0,0,2,7,0.670177222811479,1,0,0.0213798796036639
2016-07-07 00:00:00,0.7615534097962746,0.6666442411043818,0.4088374967683895,0.6757980477529144,0,0,1,3,7,0.6666666666666666,1,0,0.02277747982572
2016-07-07 01:00:00,0.7962459632929817,0.7387357004572538,0.3868469891556469,0.6619877718313175,1,0,1,3,7,0.6619848112794157,1,0,0.0269901205429962
2016-07-07 02:00:00,0.7615534097962746,0.7387357004572538,0.3836465040676262,0.6551958381627444,2,0,1,3,7,0.6549620297852354,1,0,0.0059267646337665
2016-07-07 03:00:00,0.7976914949284688,0.7477471208512163,0.4151352326361998,0.6896083236745112,3,0,1,3,7,0.6535578066926319,1,0,0.0143521222297432
2016-07-07 04:00:00,0.7615534097962746,0.6621385309074008,0.3993392511977973,0.7242472177707284,4,0,1,3,7,0.6529721602448052,1,0,-0.001100992740154
2016-07-07 05:00:00,0.786127303571067,0.6981842445503079,0.4560189970818954,0.7104369418491316,5,0,1,3,7,0.6464185648600657,1,0,-0.013738991053407
2016-07-07 06:00:00,0.8164617196145567,0.7071956970113278,0.4654139837294952,0.6828163900059381,6,0,0,3,7,0.6498126574930992,1,0,-0.0207667865080398
2016-07-07 07:00:00,0.7976914949284688,0.7207128276022714,0.4717117442120666,0.7172289025064502,7,0,0,3,7,0.6426734124871404,1,0,-0.0404325421952134
2016-07-07 08:00:00,0.7601078781607874,0.6621385309074008,0.4402229910287318,0.7172289025064502,8,0,0,3,7,0.6388117966024364,1,0,0.0101394434317548
2016-07-07 09:00:00,0.7557713244053228,0.6936785343533267,0.4339252551609215,0.6896083236745112,9,0,0,3,7,0.6371729804551126,1,0,0.0312027993409846
2016-07-07 10:00:00,0.7760086438491522,0.7297242479962338,0.4780094800798768,0.7104369418491316,10,0,0,3,7,0.6375240370216116,1,0,0.0466559143108821
2016-07-07 11:00:00,0.7557713244053228,0.6531943230661776,0.5345859916557436,0.703418599596108,11,0,0,3,7,0.6410345963398165,1,0,0.0635065914221233
2016-07-07 12:00:00,0.6979719718915648,0.563080022925381,0.4371257402489423,0.6551958381627444,12,0,0,3,7,0.6478227816058838,1,0,0.1042357030185265
2016-07-07 13:00:00,0.7167637596999071,0.626160029817233,0.4119347475481789,0.6619877718313175,13,0,0,3,7,0.6588253021809244,1,0,0.1590203674434832
2016-07-07 14:00:00,0.6921898659251147,0.5765971695498533,0.3962420004180079,0.6619877718313175,14,0,0,3,7,0.6747426083401661,1,0,0.1969344385446667
2016-07-07 15:00:00,0.686407780534163,0.567585733122362,0.3899442399354365,0.7930722157830075,15,1,0,3,7,0.6919476709068398,1,0,0.2208128730298285
2016-07-07 16:00:00,0.6892988232296388,0.5495628602673798,0.4308279797663709,0.6619877718313175,16,1,0,3,7,0.707630384011361,1,0,0.1870915645141015
2016-07-07 17:00:00,0.7153182486399183,0.6036314467652693,0.4560189970818954,0.6551958381627444,17,1,0,3,7,0.7199190013094561,1,0,0.1337244165237331
2016-07-07 18:00:00,0.728327951057309,0.6081371890293081,0.4811067308596663,0.6896083236745112,18,0,0,3,7,0.7323257513238856,1,0,0.1281142136651131
2016-07-07 19:00:00,0.7080906316134795,0.594620026371307,0.4591162478616848,0.6828163900059381,19,0,0,3,7,0.7454346049511349,1,0,0.1168737013317796
2016-07-07 20:00:00,0.7297734826927961,0.5991257365682882,0.5093949989549803,0.6896083236745112,20,0,0,3,7,0.7537434831683697,1,0,0.1098459820385714
2016-07-07 21:00:00,0.7153182486399183,0.5405514398734172,0.4937022518248091,0.6966266659275349,21,0,0,3,7,0.7614683746221553,1,0,0.1239014967864123
2016-07-07 22:00:00,0.7167637596999071,0.5811028797468345,0.449721236599324,0.6896083236745112,22,0,0,3,7,0.7662666903477923,1,0,0.1042357030185265
2016-07-07 23:00:00,0.7456526441079097,0.6801613716953254,0.4402229910287318,0.6619877718313175,23,0,0,3,7,0.7679055064951162,1,0,0.0831723851900093
2016-07-08 00:00:00,0.7456526441079097,0.6396771924752341,0.4277307289865814,0.6551958381627444,0,0,1,4,7,0.7653299905068592,1,0,0.073329511159444
2016-07-08 01:00:00,0.7138727170044312,0.6396771924752341,0.3805492286730755,0.6137650103979538,1,0,1,4,7,0.7576051022264663,1,0,0.0663217080787678
2016-07-08 02:00:00,0.7312189937527848,0.671149951301363,0.3679537323226939,0.6275752863195507,2,0,1,4,7,0.7443797787406529,1,0,0.0382305567149051
