date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,hour,is_peak_hour,is_night,dayofweek,month,OT_lag1,OT_lag2,OT_lag3,OT_roll_mean_3,OT_roll_mean_6,OT_roll_mean_12,is_summer,is_winter,monthly_temp_anomaly
2016-07-03 14:00:00,0.7095361426734683,0.6846671139593643,0.7604704357358266,0.6544843099107575,0.44022299102873186,0.7378311120966201,0.6882025153605218,14,0,0,6,7,0.6797771958452572,0.6165671738243238,0.6699343218146923,0.6615156283433676,0.6540220042287616,0.6203156519127898,1,0,0.05929391262413497
2016-07-03 15:00:00,0.6979719718915648,0.6846671139593643,0.7587970495861657,0.6285359133728301,0.43392525516092156,0.7242472177707284,0.7036556303304192,15,1,0,6,7,0.6882025153605218,0.6797771958452572,0.6165671738243238,0.6905451138453994,0.6666633409511261,0.6281586697361244,1,0,0.0747470275940324
2016-07-03 16:00:00,0.7008630145870407,0.6486886128691967,0.7445615006328384,0.6519260111580799,0.44022299102873186,0.7654516639398138,0.6755645170472689,16,1,0,6,7,0.7036556303304192,0.6882025153605218,0.6797771958452572,0.6891408875794033,0.6722835590370805,0.6344793380973067,1,0,0.04665591431088212
2016-07-03 17:00:00,0.7297734826927961,0.6666442411043818,0.7638172080351486,0.6467363423066852,0.5156927348227905,0.7586597302712407,0.7261165864617052,17,1,0,6,7,0.6755645170472689,0.7036556303304192,0.6882025153605218,0.7017789112797977,0.6816472698115827,0.6481721816613978,1,0,0.09720798372531836
2016-07-03 18:00:00,0.728327951057309,0.6531943230661776,0.7654905829463365,0.618156558243056,0.5032004973954013,0.7586597302712407,0.7191087453003165,18,0,0,6,7,0.7261165864617052,0.6755645170472689,0.7036556303304192,0.7069299496030969,0.6987375317242481,0.6591747022364384,1,0,0.09020014256392972
2016-07-03 19:00:00,0.7225458656663573,0.6486886128691967,0.7613189179688123,0.6155251707173542,0.4937022518248091,0.7378311120966201,0.6516860825621069,19,0,0,6,7,0.7191087453003165,0.7261165864617052,0.6755645170472689,0.6989704714413763,0.6940556795103898,0.6673671169418944,1,0,0.022777479825720093
2016-07-03 20:00:00,0.7312189937527848,0.6486886128691967,0.7604704357358266,0.6051458155875802,0.5314887408759542,0.7448494543496439,0.5112304399849307,20,0,0,6,7,0.6516860825621069,0.7191087453003165,0.7261165864617052,0.627341755949118,0.664560333614458,0.6592911689216098,1,0,-0.11767816275145615
2016-07-03 21:00:00,0.7153182486399183,0.6486886128691967,0.747083369015485,0.6025875168349026,0.5156927348227905,0.7724699792040923,0.5252859928134842,21,0,0,6,7,0.5112304399849307,0.6516860825621069,0.7191087453003165,0.5627341717868406,0.6348320606949688,0.6507477008230474,1,0,-0.10362260992290262
2016-07-03 22:00:00,0.6965264402560777,0.7071956970113278,0.7512550452314822,0.6623053837148385,0.45911624786168487,0.7378311120966201,0.46910376624718336,22,0,0,6,7,0.5252859928134842,0.5112304399849307,0.6516860825621069,0.5018733996818661,0.6004219355616212,0.6363527472993509,1,0,-0.15980483648920346
2016-07-03 23:00:00,0.6907443548651259,0.7071956970113278,0.747083369015485,0.6571156974364591,0.449721236599324,0.7378311120966201,0.45225308913594214,23,0,0,6,7,0.46910376624718336,0.5252859928134842,0.5112304399849307,0.4822142827322032,0.5547780193406606,0.6182126445761217,1,0,-0.17665551360044468
2016-07-04 00:00:00,0.7037540572825165,0.7162071174052903,0.7386928824278158,0.6259776320471371,0.43392525516092156,0.731039178428047,0.5140455566415751,0,0,1,0,7,0.45225308913594214,0.46910376624718336,0.5252859928134842,0.4784674706749002,0.5206008212308704,0.6096691764775592,1,0,-0.11486304609481168
2016-07-04 01:00:00,0.683516737838687,0.6531943230661776,0.7395413534223285,0.6285359133728301,0.41823248341598923,0.7242472177707284,0.5912911391171056,1,0,1,0,7,0.5140455566415751,0.45225308913594214,0.46910376624718336,0.5191965949648744,0.5105349973233703,0.60229533841688,1,0,-0.0376174636192812
2016-07-04 02:00:00,0.6762891208122481,0.6441829026722153,0.7361945811230066,0.6233462445214353,0.4245302438985606,0.7242472177707284,0.6376305297335535,2,0,1,0,7,0.5912911391171056,0.5140455566415751,0.45225308913594214,0.5809890751640782,0.5316016789481407,0.5980810062812992,1,0,0.008721926997166674
2016-07-04 03:00:00,0.6878532915941517,0.6891728241563455,0.7227839473248276,0.607777203113282,0.41823248341598923,0.731039178428047,0.6390480461681417,3,0,1,0,7,0.6376305297335535,0.5912911391171056,0.5140455566415751,0.6226565716729336,0.550562021173917,0.5926970409344429,1,0,0.01013944343175488
2016-07-04 04:00:00,0.686407780534163,0.6441829026722153,0.7244573334744886,0.618156558243056,0.4088374967683895,0.7172289025064502,0.573022945571276,4,0,1,0,7,0.6390480461681417,0.6376305297335535,0.5912911391171056,0.6165671738243237,0.5678818843945991,0.5841519099781101,1,0,-0.05588565716511085
2016-07-04 05:00:00,0.7023085256470294,0.6936785343533267,0.731999337829172,0.6492946236323782,0.44342350073151376,0.7378311120966201,0.5575897848946229,5,0,1,0,7,0.573022945571276,0.6390480461681417,0.6376305297335535,0.5898869255446801,0.5854380003543791,0.5701080098475199,1,0,-0.07131881784176397
2016-07-04 06:00:00,0.7398921424147109,0.6846671139593643,0.7654905829463365,0.638915268502604,0.5156927348227905,0.7586597302712407,0.5421366699247255,6,0,0,0,7,0.5575897848946229,0.573022945571276,0.6390480461681417,0.5575831334635414,0.5901198525682375,0.555360336899554,1,0,-0.08677193281166129
2016-07-04 07:00:00,0.744207133047921,0.7297242479962338,0.7613189179688123,0.6519260111580799,0.5251909803933827,0.7724699792040923,0.5308962337528165,7,0,0,0,7,0.5421366699247255,0.5575897848946229,0.573022945571276,0.5435408961907217,0.5800540350075226,0.5452945161654464,1,0,-0.09801236898357035
2016-07-04 08:00:00,0.7182092913353942,0.7207128276022714,0.7596455318191514,0.6467363423066852,0.4999999876926194,0.779261966850156,0.5140455566415751,8,0,0,0,7,0.5308962337528165,0.5421366699247255,0.5575897848946229,0.5290261534397057,0.559456539492193,0.5455291092201667,1,0,-0.11486304609481168
2016-07-04 09:00:00,0.7398921424147109,0.7432414106542351,0.7696858262401711,0.6571156974364591,0.4811067308596663,0.7654516639398138,0.5884760605411734,9,0,0,0,7,0.5140455566415751,0.5308962337528165,0.5421366699247255,0.5444726169785216,0.5510278752210316,0.5507949481974742,1,0,-0.04043254219521342
2016-07-04 10:00:00,0.7470981757433968,0.7387357004572538,0.773032598539493,0.6571156974364591,0.5093949989549803,0.7516413880182169,0.584263381743185,10,0,0,0,7,0.5884760605411734,0.5140455566415751,0.5308962337528165,0.5622616663086445,0.5529012812496831,0.560391582822141,1,0,-0.044645220993201784
2016-07-04 11:00:00,0.7557713244053228,0.6936785343533267,0.789790004636994,0.6701264400919349,0.5565764992684863,0.7586597302712407,0.6713518382492805,11,0,0,0,7,0.584263381743185,0.5884760605411734,0.5140455566415751,0.614697093511213,0.5718616234754593,0.5786498119149193,1,0,0.04244323551289364
2016-07-04 12:00:00,0.7138727170044312,0.7162071174052903,0.7529284201426701,0.6259776320471371,0.4906049764302585,0.7516413880182169,0.6699343218146923,12,0,0,0,7,0.6713518382492805,0.584263381743185,0.5884760605411734,0.6418498472690527,0.5931612321237871,0.5916405423460124,1,0,0.041025719078305434
2016-07-04 13:00:00,0.7066450999779924,0.6846671139593643,0.750430130076334,0.6544843099107575,0.4654139837294952,0.7516413880182169,0.6657216430167038,13,0,0,0,7,0.6699343218146923,0.6713518382492805,0.584263381743185,0.6690026010268921,0.6156321336677684,0.5978430843376455,1,0,0.036813040280316955
2016-07-04 14:00:00,0.7167637596999071,0.7252185377992527,0.7587970495861657,0.6805057952217091,0.4465207515113032,0.7448494543496439,0.6994429515324307,14,0,0,0,7,0.6657216430167038,0.6699343218146923,0.6713518382492805,0.6783663054546089,0.6465316994829109,0.602994119487552,1,0,0.07053434879604392
2016-07-04 15:00:00,0.7211003340308701,0.7297242479962338,0.7512550452314822,0.6544843099107575,0.449721236599324,0.7654516639398138,0.7148761122090839,15,1,0,0,7,0.6994429515324307,0.6657216430167038,0.6699343218146923,0.6933469022527395,0.667598374760896,0.6093131249909638,1,0,0.08596750947269705
2016-07-04 16:00:00,0.7051995683425053,0.6576327886433618,0.7445615006328384,0.6207879457687577,0.4780094800798768,0.7724699792040923,0.7429672254922342,16,1,0,0,7,0.7148761122090839,0.6994429515324307,0.6657216430167038,0.719095429744583,0.6940490153857376,0.6234751483177103,1,0,0.11405862275584733
2016-07-04 17:00:00,0.7341100364482608,0.6621385309074008,0.7646656790296612,0.6129668719646768,0.521990495305362,0.7724699792040923,0.6601114020773715,17,1,0,0,7,0.7429672254922342,0.7148761122090839,0.6994429515324307,0.7059849132595631,0.692175609357086,0.6320186164162728,1,0,0.031202799340984688
2016-07-04 18:00:00,0.7355555680837478,0.6531943230661776,0.7646656790296612,0.6129668719646768,0.5660747448390783,0.8068825186933496,0.6601114020773715,18,0,0,0,7,0.6601114020773715,0.7429672254922342,0.7148761122090839,0.6877300098823257,0.6905384560675326,0.6418498440956598,1,0,0.031202799340984688
